,sentence
877,"""|PMS Babalik|VBTF ka|PRS pa|RBI ulit|RBW dito|PRL sa|CCT dagat|NNC ha|NNCA ?|PMQ  
"
878,"""|PMS sabi|VBS ng|CCB kaniyang|PRSP_CCP bagong|JJD_CCP kaibigan|NNC .|PMP  
"
879,"""|PMS Maglalaro|VBTF pa|RBI tayo|PRP .|PMP ""|PMS  
"
880,"""|PMS Oo|RBT ,|PMC sasali|VBTF ulit|RBW ako|PRS sa|CCT inyo|PRSP .|PMP  
"
881,"""|PMS At|CCA nang|CCB hapong|NNC_CCP iyon|PRO ,|PMC habang|RBW papalubog|JJD ang|DTC araw|NNC ,|PMC ay|LM masayang|JJD_CCP naglakad|VBTS si|DTP Kokoy|NNP pauwi|NNC sa|CCT kanilang|PRSP_CCP tahanan|NNC .|PMP
"
882,"Talasalitaan|NNP :|PMS Tintin|NNP -|PMS baka|NNC ,|PMC siyato|NNC ,|PMC Ins|NNC -|PMS ins|FW -|PMS mga|DTCP larong|NNC_CCP pinoy|JJD Palaging|RBD_CCP nag|VBTS -|PMS iisa|JJD ang|DTC batang|NNC_CCP si|DTP Kokoy|NNP dahil|CCR wala|VBN itong|PRO_CCP mga|DTCP kalaro|NNC .|PMP
"
883,"Isang|PRI_CCP araw|NNC ay|LM nakakita|VBTS sya|PRS ng|CCB isang|PRI_CCP umang|JJD_CCP -|PMS umang|VBAF .|PMP
"
884,"Magkakaroon|VBTF na|CCP kaya|CCR ng|CCB kaibigan|NNC si|DTP Kokoy|NNP ?|PMQ
"
885,"Ilang|PRQ_CCP araw|NNC nang|RBW walang|VBN_CCP tigil|NNC ang|DTC ulan|NNC ,|PMC pero|CCT ΓÇÖ|NNC yon|PRO ang|DTC unang|JJN_CCP beses|NNC na|CCP kumulog|JJD na|CCP sobrang|JJCS_CCP lakas|NNC .|PMP
"
886,"Nasindak|VBTS si|DTP Lilly|NNP ,|PMC na|CCP nakatulog|VBTS sa|CCT pagdrowing|NNC ng|CCB sisiw|NNC ng|CCB pato|NNC nila|PRP .|PMP
"
887,"Meron|VBH silang|PRP_CCP isang|PRI_CCP matandang|JJD_CCP pato|NNC na|CCP nangitlog|VBTS ng|CCB lima|CDB .|PMP
"
888,"Ang|DTC saya|NNC ni|DTP Lilly|NNP dahil|CCR unang|JJN_CCP beses|NNC niya|PRS itong|PRO_CCP magkaroon|VBW ng|CCB alaga|NNC .|PMP
"
889,"Ngunit|CCT lalong|JJCC_CCP lumakas|VBAF ang|DTC ulan|NNC .|PMP
"
890,"Di|RBF nila|PRP napansin|VBTS ang|DTC pagtaas|NNC ng|CCB tubig|NNC .|PMP
"
891,"Sinapaw|NNP ang|DTC tirahan|NNC ng|CCB mag|VBW -|PMS inang|NNC_CCP pato|NNC .|PMP
"
892,"Gininaw|NNP ang|DTC tanging|JJD_CCP sisiw|NNC hanggang|RBW sa|CCT nawalan|VBTS ng|CCB buhay|NNC .|PMP
"
893,"Solong|JJD_CCP anak|NNC lamang|RBI si|DTP Lilly|NNP .|PMP
"
894,"Dati|RBW gusto|VBS niyang|PRS_CCP bumaba|VBAF ang|DTC mga|DTCP higante|RBD sa|CCT langit|NNC upang|CCB makipaglaro|VBW sa|CCT kaniya|PRSP doon|PRL sa|CCT palayan|NNC malapit|JJD sa|CCT ilog|NNC .|PMP
"
895,"Tuwing|RBW umuulan|VBTR_VBAF ,|PMC naghihintay|VBTR siya|PRS na|CCP marinig|VBW ang|DTC langit|NNC dahil|CCR senyales|NNC ΓÇÿ|PMS yan|PRO na|CCP ang|DTC higante|RBD mga|DTCP higante|RBD ay|LM naghahabulan|VBTR sa|CCT itaas|JJD .|PMP
"
896,"Hinihintay|VBTR ni|DTP Lilly|NNP na|CCP may|VBH bumaba|VBAF sa|CCT langit|NNC .|PMP
"
897,"Kapag|CCR naiisip|VBTR ito|PRO ni|DTP Lilly|NNP ,|PMC di|RBF niya|PRS mapigilang|RBD_CCP mapangiti|VBW .|PMP
"
898,"Mas|JJCC lalo|JJCC pa|RBI siyang|PRS_CCP natuwa|VBTS nang|CCB nangingitlog|VBTR na|CCP ang|DTC pato|NNC .|PMP
"
899,"Angkop|NNP na|CCP walang|VBN_CCP tigil|NNC ang|DTC ulan|NNC ,|PMC gusto|VBS ng|CCB mga|DTCP pato|NNC ang|DTC lalanguyan|NNC .|PMP
"
900,"Pero|CCT nang|RBW namatay|VBTS ang|DTC kaisa|NNC -|PMS isang|PRI_CCP sisiw|NNC ,|PMC nagtampo|VBTS siya|PRS kay|DTP Langit|NNP ,|PMC inayawan|VBTS na|RBI rin|RBI niya|PRS ang|DTC mga|DTCP higante|RBD .|PMP
"
901,"Kinusot|NNP muna|RBI ni|DTP Lilly|NNP ang|DTC mga|DTCP mata|NNC niya|PRS at|CCA pagkatapos|VBW tiningnan|VBOF ng|CCB husto|JJD ang|DTC iginuhit|VBTF niyang|PRS_CCP pato|NNC na|CCP pinangalanan|VBTS niyang|PRS_CCP ΓÇ£|PMS Maggy|NNP ΓÇ¥|NNCA .|PMP
"
902,"Iniwan|VBOF muna|RBI niya|PRS ang|DTC drowing|FW sa|CCT kama|NNC at|CCA pakatapos|NNC ay|LM dumiretso|VBAF sa|CCT kusina|NNC .|PMP
"
903,"ΓÇ£|PMS Mama|NNC ,|PMC namatay|VBTS tuloy|JJD si|DTP Maggy|NNP dahil|CCR dito|PRL sa|CCT walang|VBN_CCP tigil|NNC na|CCP ulan|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Lilly|NNP .|PMP
"
904,"ΓÇ£|PMS Iisa|JJD na|RBI lang|RBI nga|RBI .|PMP
"
905,"ΓÇ¥|PMS ΓÇ£|CDB Hayaan|NNP mo|PRS ,|PMC Lilly|FW ,|PMC mangingitlog|VBW pa|RBI ang|DTC pato|NNC natin|PRP ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Mama|NNP na|CCP naghihiwa|VBTS ng|CCB sibuyas|NNC .|PMP
"
906,"ΓÇ£|PMS Bakit|PRQ di|RBF tumitigil|VBTR_VBAF si|DTP Langit|NNP sa|CCT pag|CCR -|PMS iyak|NNC ?|PMQ
"
907,"ΓÇ¥|PMS tanong|NNC ni|DTP Lilly|NNP .|PMP
"
908,"ΓÇ£|PMS Nalulumbay|VBTR pa|RBI si|DTP Langit|NNP ,|PMC Lilly|FW ,|PMC ΓÇ¥|PMS sagot|NNC ni|DTP Mama|NNP .|PMP
"
909,"Alam|VBS ni|DTP Mama|NNP na|CCP nalungkot|VBTS si|DTP Lilly|NNP sa|CCT namatay|VBTS nilang|PRP_CCP sisiw|NNC na|CCP pato|NNC .|PMP
"
910,"ΓÇ£|PMS Ayokong|VBS_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
911,"Di|RBF ako|PRS iiyak|VBTF ,|PMC ΓÇ¥|PMS bulong|NNC ni|DTP Lilly|NNP sa|CCT sarili|NNC niya|PRS habang|RBW nakasilong|VBTS siya|PRS sa|CCT labas|NNC ng|CCB pintuan|NNC sa|CCT kusina|NNC .|PMP
"
912,"Pinipigilan|VBTR niyang|PRS_CCP bumuhos|VBAF ang|DTC luha|NNC niya|PRS kahit|CCT nangungulila|VBTR na|CCP siya|PRS kay|DTP Maggy|NNP .|PMP
"
913,"Parang|CCT may|VBH mga|DTCP insektong|JJD_CCP gusto|VBS nang|RBW lumabas|VBAF sa|CCT dibdib|NNC niya|PRS upang|CCB sumama|VBAF sa|CCT ulan|NNC ,|PMC pero|CCT ayaw|VBS niyang|PRS_CCP bitawan|VBOF dahil|CCR ayaw|RBF niyang|PRS_CCP tularan|NNC ang|DTC gawi|NNC ni|DTP Langit|NNP .|PMP
"
914,"Klaaaaattt|NNP !|PMS
"
915,"Duguduuuu|NNP ,|PMC Duuuumm|NNP !|PMS
"
916,"Biglang|RBD_CCP umugong|VBAF ang|DTC Langit|NNP .|PMP
"
917,"Dali|NNP -|PMS daling|FW bumalik|VBAF si|DTP Lilly|NNP sa|CCT kuwarto|NNC niya|PRS .|PMP
"
918,"Sumilip|VBAF siya|PRS sa|CCT labas|NNC ng|CCB bintana|NNC kung|CCR may|VBH natamaan|VBTS na|CCP puno|JJD ang|DTC kidlat|NNC .|PMP
"
919,"Nanlaki|VBTS ang|DTC mga|DTCP mata|NNC ni|DTP Lilly|NNP sa|CCT nakita|VBTS niya|PRS .|PMP
"
920,"Nabitawan|VBTS niya|PRS bigla|JJD ang|DTC papel|NNC na|CCP hawak|JJD -|PMS hawak|JJD .|PMP
"
921,"ΓÇ£|PMS Hello|NNC ,|PMC Lilly|FW ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB nakangiting|VBTR_CCP higante|RBD na|CCP may|VBH bunging|NNC_CCP ngipin|NNC .|PMP
"
922,"ΓÇ£|PMS Uy|NNC ,|PMC baka|RBM matakot|VBW sa|CCT ΓÇÖ|NNC yo|NNC ang|DTC bata|NNC ,|PMC ΓÇ¥|PMS sabi|VBS naman|RBI ng|CCB isa|PRI habang|RBW itinataas|VBTR ang|DTC kaniyang|PRSP_CCP maluwag|JJD na|CCP salawal|NNC .|PMP
"
923,"Di|RBF makagalaw|VBW si|DTP Lilly|NNP .|PMP
"
924,"Nakasandal|RBD lamang|RBI siya|PRS sa|CCT bintana|NNC na|CCP halo|JJD -|PMS halo|JJD ang|DTC nararamdaman|VBTR .|PMP
"
925,"ΓÇ£|PMS Matagal|JJD ka|PRS na|CCP naming|PRP_CCP inoobserbahan|VBTR ,|PMC Lilly|FW ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB matabang|JJD_CCP higante|RBD na|CCP may|VBH maamong|JJD_CCP mga|DTCP mata|NNC .|PMP
"
926,"ΓÇ£|PMS Gusto|VBS sana|VBS naming|PRP_CCP makipaglaro|VBW sa|CCT ΓÇÿ|NNC yo|NNC ,|PMC pero|CCT di|RBF kami|PRP makababa|VBW .|PMP
"
927,"ΓÇ¥|PMS Sasagot|JJD na|CCP sana|VBS si|DTP Lilly|NNP pero|CCT may|VBH sinabi|VBTS ang|DTC mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP
"
928,"Naunahan|VBTS siya|PRS nito|PRO ,|PMC at|CCA pagkatapos|VBW ay|LM umupo|VBAF malapit|JJD sa|CCT bintana|NNC kung|CCR nasaan|JJD si|DTP Lilly|NNP .|PMP
"
929,"ΓÇ£|PMS Wala|VBN kasi|CCR kaming|PRP_CCP malabasan|VBW para|CCT makababa|VBW dito|PRL sa|CCT lupa|NNC dahil|CCR iyak|NNC nang|RBW iyak|NNC pa|RBI rin|RBI si|DTP Langit|NNP ,|PMC ΓÇ¥|CDB nasagot|VBTS ng|CCB pinakamatangkad|JJCS_JJD na|CCP higante|RBD ang|DTC tanong|NNC ni|DTP Lilly|NNP sa|CCT isip|NNC .|PMP
"
930,"ΓÇ£|PMS Bumaba|VBAF kami|PRP upang|CCB ibalik|VBOF si|DTP Maggy|NNP .|PMP
"
931,"ΓÇ¥|PMS ΓÇ£|CDB Si|DTP Maggy|NNP ?|PMQ
"
932,"Huwag|RBF na|CCP ninyong|RBD_CCP ibalik|VBOF si|DTP Maggy|NNP !|PMS
"
933,"Nilunod|VBTS siya|PRS ni|DTP Langit|NNP .|PMP
"
934,"Di|RBF na|RBI lang|RBI sana|VBS kayo|PRP bumaba|VBAF !|PMQ
"
935,"Dinakip|NNP ninyo|PRP dapat|VBS si|DTP Langit|NNP at|CCA ikinulong|VBTS !|PMS
"
936,"Ayokong|NNP_CCP kong|PRS_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
937,"Di|RBF ako|PRS iiyak|VBTF .|PMP
"
938,"ΓÇ¥|PMS Pinigilan|VBTS ni|DTP Lilly|NNP ang|DTC sarili|NNC kahit|CCT naiiyak|VBTR na|CCP siya|PRS .|PMP
"
939,"Sasarahan|NNP na|CCP sana|VBS niya|PRS ang|DTC bintana|NNC nang|RBW dinukot|VBOF ng|CCB matabang|JJD_CCP higante|RBD ang|DTC sisiw|NNC sa|CCT bulsa|NNC ng|CCB damit|NNC nito|PRO .|PMP
"
940,"ΓÇ£|PMS Kwak|NNC ,|PMC kwak|NNC ,|PMC kwak|NNC !|PMS
"
941,"ΓÇ¥|PMS huni|NNC ni|DTP Maggy|NNP habang|RBW nasa|RBL palad|NNC siya|PRS ng|CCB matabang|JJD_CCP higante|RBD .|PMP
"
942,"ΓÇ£|PMS Ma|NNCA ΓÇª|PMS Maggy|NNP ?|PMQ
"
943,"ΓÇ¥|PMS sabi|VBS ni|DTP Lilly|NNP habang|RBW lumilingon|VBTR_VBAF .|PMP
"
944,"Di|RBF niya|PRS alam|VBS kung|CCR kaya|CCR niya|PRS pang|RBI_CCP pigilan|VBOF ang|DTC iyak|NNC niya|PRS .|PMP
"
945,"Dahan|NNP -|PMS dahang|NNC_CCP isinuksok|VBTR ng|CCB higante|RBD ang|DTC kamay|NNC niya|PRS sa|CCT bintana|NNC at|CCA inilagay|VBTS ang|DTC sisiw|NNC na|CCP pato|NNC sa|CCT kama|NNC .|PMP
"
946,"ΓÇ£|PMS Lilly|FW ,|PMC heto|FW si|DTP Maggy|NNP .|PMP
"
947,"Di|RBF kami|PRP nagsisinungaling|VBTR .|PMP
"
948,"Ano|PRQ ang|DTC problema|NNC at|CCA ayaw|RBF mo|PRS siyang|PRS_CCP makitang|VBW_CCP muli|RBW ?|PMQ
"
949,"ΓÇ¥|PMS sabi|VBS ng|CCB higanteng|JJD_CCP maamo|RBD ang|DTC mata|NNC .|PMP
"
950,"ΓÇ£|PMS Ayokong|VBS_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
951,"Di|RBF ako|PRS iiyak|VBTF ,|PMC ΓÇ¥|PMS sagot|NNC ni|DTP Lilly|NNP ,|PMC sabay|RBD kusot|RBD ng|CCB mata|NNC .|PMP
"
952,"ΓÇ£|PMS Alam|VBS mo|PRS kung|RBK bakit|RBQ umiiyak|VBTR_VBAF si|DTP Langit|NNP ?|PMQ
"
953,"ΓÇ¥|PMS nakangiting|VBTS sabi|VBS ng|CCB matabang|JJD_CCP higante|RBD .|PMP
"
954,"ΓÇ£|PMS Nalulungkot|VBTR si|DTP Langit|NNP dahil|CCR malubha|JJD na|CCP ang|DTC init|NNC dito|PRL sa|CCT inyo|PRSP ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP
"
955,"ΓÇ£|PMS Kaya|CCR kahit|CCT ayaw|RBF niyang|PRS_CCP umiyak|VBAF ,|PMC ginawa|VBTS niya|PRS pa|RBI rin|RBI upang|CCB matulungan|VBW ang|DTC mundo|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB isa|PRI pang|RBI_CCP higante|RBD .|PMP
"
956,"ΓÇ£|PMS Nadamay|VBTS tuloy|JJD si|DTP Maggy|NNP .|PMP
"
957,"ΓÇ¥|PMS ΓÇ£|CDB Ayaw|RBF ni|DTP Langit|NNP na|CCP malungkot|JJD ka|PRS kaya|CCR sa|CCT pag|CCR -|PMS iyak|NNC niya|PRS ,|PMC nagkaroon|VBTS kami|PRP ng|CCB daanan|NNC para|CCT madala|VBW si|DTP Maggy|NNP papunta|RBL sa|CCT ΓÇÿ|NNC yo|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP
"
958,"ΓÇ£|PMS Wala|VBN namang|RBI_CCP problema|NNC kung|CCR tutularan|VBTF mo|PRS si|DTP Langit|NNP ,|PMC Lilly|FW ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB higante|RBD na|CCP may|VBH pinakamaamong|JJCS_JJD na|CCP mata|NNC .|PMP
"
959,"ΓÇ£|PMS Luha|NNC ang|DTC didilig|NNC sa|CCT nalantang|VBTS_CCP pag|CCR -|PMS asa|NNC sa|CCT puso|NNC natin|PRP .|PMP
"
960,"ΓÇ¥|PMS ΓÇ£|PMS Tulad|JJC ni|DTP Langit|NNP ,|PMC dinilig|VBTS niya|PRS ang|DTC mga|DTCP nalalanta|VBTR nang|CCB mga|DTCP pananim|NNC sa|CCT mundo|NNC ,|PMC ΓÇ¥|PMS sabi|VBS ng|CCB pinakabatang|JJCS_JJD_CCP higante|RBD .|PMP
"
961,"ΓÇ£|PMS Kaya|CCR ,|PMC iiyak|VBTF mo|PRS na|RBI ang|DTC nadarama|VBTS mo.|NNCA ΓÇ¥|PMS Nasindak|VBTS hanggang|RBW namangha|VBTS ang|DTC mga|DTCP higante|RBD nang|RBD nagsilabasan|VBTS ang|DTC mga|DTCP tutubi|NNC sa|CCT dibdib|NNC ni|DTP Lilly|NNP .|PMP
"
962,"Masaya|NNP silang|PRP_CCP lumipad|VBAF papunta|RBD kay|DTP Langit|NNP na|CCP nagsisimula|VBTR na|CCP ulit|RBW magliwanag|VBW .|PMP
"
963,"Magaan|JJD na|CCP ang|DTC pakiramdam|NNC ni|DTP Lilly|NNP pati|CCA na|RBI rin|RBI ni|DTP Langit|NNP .|PMP
"
964,"ΓÇ£|PMS Ma|NNCA !|PMQ
"
965,"Gusto|VBS ko|PRS ng|CCB ice|FW cream|FW !|PMS
"
966,"ΓÇ¥|PMS sabi|VBS ni|DTP Lisa|NNP .|PMP
"
967,"ΓÇ£|PMS Lisa|NNC ,|PMC mamaya|RBW na|RBI .|PMP
"
968,"Di|RBF ba|RBI may|VBH gawa|VBS pa|RBI si|DTP Mama|NNP ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Sara|NNP habang|RBW nagbobomba|VBTR ng|CCB poso|NNC na|CCP ipanlalaba|VBTR ng|CCB Mama|NNC nila|PRP .|PMP
"
969,"Sila|PRP ni|DTP Lisa|NNP at|CCA Sara|NNP ang|DTC magkakambal|JJD na|CCP anak|NNC nila|PRP Mama|NNP Helen|NNP at|CCA Papa|NNP Romeo|NNP .|PMP
"
970,"Pareho|JJC silang|PRP_CCP nasa|RBL ikalawang|JJN_CCP grado|NNC sa|CCT San|NNP Nicolas|NNP Elementary|NNP School|NNP .|PMP
"
971,"Pareho|JJC silang|PRP_CCP magaling|JJD sa|CCT klase|NNC at|CCA maganda|JJD .|PMP
"
972,"Si|DTP Sara|NNP ay|LM mabait|JJD at|CCA masunurin|JJD sa|CCT nakatatanda|NNC ,|PMC habang|RBW si|DTP Lisa|NNP naman|RBI ay|LM gustong|VBS_CCP laging|RBD_CCP mangyari|VBW ang|DTC nais|VBS niya|PRS .|PMP
"
973,"Naglalaba|VBTS sina|DTPP Mama|NNP Helen|NNP at|CCA Sara|NNP habang|RBW nagkukuwentuhan|VBTR tungkol|RBR sa|CCT mga|DTCP gawain|NNC sa|CCT eskuwelahan|NNC .|PMP
"
974,"Si|DTP Lisa|NNP ,|PMC nakaupo|VBTS sa|CCT sala|NNC habang|RBW nanonood|VBTR ng|CCB TV|NNPA .|PMP
"
975,"ΓÇ£|PMS Lisa|NNC ,|PMC isalansan|VBTS mo|PRS nga|RBI ang|DTC mga|DTCP hanger|FW diyan|PRL sa|CCT upuan|NNC ,|PMC ΓÇ¥|PMS utos|NNC ni|DTP Mama|NNP Helen|NNP .|PMP
"
976,"ΓÇ£|PMS Sige|FW ,|PMC Mama|NNC ,|PMC pero|CCT pupunta|VBTF tayo|PRP ng|CCB bayan|NNC mamaya|RBW .|PMP
"
977,"Bili|NNP tayo|PRP sa|CCT laruan|NNC ,|PMC opo|NNC ?|PMQ
"
978,"ΓÇ¥|PMS masayang|JJD_CCP sabi|VBS ni|DTP Lisa|NNP .|PMP
"
979,"ΓÇ£|PMS Lisa|NNC ,|PMC marami|PRI pang|RBI_CCP gagawin|VBTF mamaya|RBW si|DTP Mama|NNP ,|PMC ΓÇ¥|PMS sabi|VBS ni|DTP Sara|NNP .|PMP
"
980,"ΓÇ£|PMS Isa|PRI pa|RBI ,|PMC di|RBF ka|PRS naman|RBI kasama|CCB mamaya|RBW .|PMP
"
981,"May|VBH gagawin|VBTF ka|PRS ,|PMC di|RBF ba|RBI ?|PMQ
"
982,"ΓÇ¥|PMS Pagkasalansan|VBW ng|CCB mga|DTCP hanger|FW ,|PMC lumapit|VBAF si|DTP Lisa|NNP sa|CCT Mama|NNC niya|PRS .|PMP
"
983,"ΓÇ£|PMS Mama|NNC ,|PMC bibili|VBTF ako|PRS ng|CCB sitsirya|NNC ,|PMC nagugutom|VBTR ako|PRS .|PMP
"
984,"ΓÇ¥|PMS ΓÇ£|CDB Sumosobra|JJCS ka|PRS na|CCP ,|PMC Lisa|NNC .|PMP
"
985,"Lahat|PRI na|RBI lang|RBI .|PMP
"
986,"Alam|VBS mo|PRS naman|RBI ,|PMC di|RBF ba|RBI ,|PMC na|CCP bawal|JJD kang|PRS_CCP kumain|VBAF niyan|PRO .|PMP
"
987,"Pinapabayaan|VBTR na|RBI lang|RBI nga|RBI kita|NNC sa|CCT mga|DTCP gusto|VBS mong|PRS_CCP gawin|VBOF ,|PMC kung|RBK ano|RBQ -|PMS ano|PRQ pa|RBI ang|DTC pumapasok|VBTR_VBAF sa|CCT isip|NNC mo|PRS !|PMQ
"
988,"Kung|CCR nagugutom|VBTR ka|PRS ,|PMC maerong|JJD_CCP biskuwit|NNC at|CCA kanin|NNC .|PMP
"
989,"Talagang|RBT_CCP sitsirya|NNC pa|RBI ang|DTC gusto|VBS mo|PRS ?|PMQ
"
990,"ΓÇ¥|PMS Bumalik|VBAF si|DTP Lisa|NNP sa|CCT sala|NNC at|CCA nanonood|VBTR na|RBI lang|RBI ulit|RBW siya|PRS ng|CCB TV|NNPA .|PMP
"
991,"Ganiyan|NNP lagi|RBW ang|DTC eksena|NNC sa|CCT bahay|NNC nila|PRP .|PMP
"
992,"Kung|RBK ano|RBQ ang|DTC hingin|VBOF ni|DTP Lisa|NNP ,|PMC gusto|VBS niyang|PRS_CCP maibigay|VBW sa|CCT kaniya|PRSP .|PMP
"
993,"Isa|PRI araw|NNC ng|CCB Linggo|NNP ,|PMC maaga|JJD pa|RBI ΓÇÖ|PMS y|FW naghanda|VBTS na|CCP ang|DTC pamilya|NNC para|CCT magsimba|VBW .|PMP
"
994,"Maganda|JJD ang|DTC panahon|NNC .|PMP
"
995,"Maganda|JJD ang|DTC araw|NNC .|PMP
"
996,"Walang|VBN_CCP tanda|NNC ng|CCB pag|CCR -|PMS uulan|NNC o|CCT ano|PRQ mang|RBI_CCP sama|NNC ng|CCB panahon|NNC .|PMP
"
997,"Maraming|PRI_CCP tao|NNC ang|DTC nagsimba|VBTS ,|PMC marami|PRI ring|RBI_CCP bata|NNC na|CCP tulad|JJC nila|PRP .|PMP
"
998,"Tumahimik|NNP na|CCP ang|DTC mga|DTCP nagsisimba|VBTR ,|PMC ngunit|CCT nakakita|VBTS si|DTP Lisa|NNP sa|CCT nagtitinda|VBTR ng|CCB magagandang|JJD_CCP lobo|NNC .|PMP
"
999,"Mga|DTCP lobong|JJD_CCP sari|NNC -|PMS sari|NNC ang|DTC kulay|NNC at|CCA porma|NNC .|PMP
"
1000,"Lumabas|VBAF siya|PRS upang|CCB tingnan|VBOF ang|DTC makukulay|JJD na|CCP mga|DTCP lobo|NNC .|PMP
"
1001,"Natuwa|VBTS siya|PRS dahil|CCR nakita|VBTS niya|PRS ang|DTC mga|DTCP paborito|NNC niyang|PRS_CCP mga|DTCP bulaklak|NNC at|CCA laruan|NNC na|CCP nakadrowing|VBTS sa|CCT mga|DTCP lobo|NNC at|CCA may|VBH sari|NNC -|PMS saring|JJD_CCP kulay|NNC .|PMP
"
1002,"Sumunod|VBAF si|DTP Sara|NNP kay|DTP Lisa|NNP .|PMP
"
1003,"Sinabihan|VBTS niyang|PRS_CCP pumasok|VBAF muna|RBI sa|CCT simbahan|NNC .|PMP
"
1004,"Kumurap|NNP -|PMS kurap|NNC lang|RBI si|DTP Lisa|NNP at|CCA nagsabi|VBTS ,|PMC ΓÇ£|PMS Alam|VBS mo|PRS ,|PMC Sara|NNP ,|PMC ang|DTC gaganda|VBTF nitong|PRO_CCP mga|DTCP lobo|NNC .|PMP
"
1005,"Maganda|JJD silang|PRP_CCP tingnan|VBOF na|CCP lumilipad|VBTR_VBAF -|PMS lipad|NNC .|PMP
"
1006,"Gusto|VBS ko|PRS rin|RBI niyan|PRO kaya|CCR mamaya|RBW ,|PMC magpapabili|VBTF ako|PRS kay|DTP Mama|NNP ng|CCB dalawa|CDB .|PMP
"
1007,"ΓÇÖ|PMS Yang|NNC_CCP mga|DTCP drowing|FW sa|CCT mga|DTCP retrato|NNC sa|CCT lobo|NNC ,|PMC gusto|VBS ko|PRS silang|PRP_CCP kalaruin|VBOF .|PMP
"
1008,"ΓÇ¥|PMS Sumimangot|NNC si|DTP Sara|NNP sa|CCT sinabi|VBTS ni|DTP Lisa|NNP .|PMP
"
1009,"ΓÇ£|PMS Pero|CCT ,|PMC Lisa|NNC ,|PMC sabi|VBS ni|DTP Mama|NNP pumasok|VBAF ka|PRS na|CCP raw|RBI muna|RBI .|PMP
"
1010,"Mamaya|RBW ka|PRS na|RBI lang|RBI daw|RBI lumabas|VBAF pag|CCR tapos|RBW na|RBI ang|DTC misa|NNC para|CCT sama|NNC -|PMS sama|NNC na|CCP daw|RBI tayong|PRP_CCP pupunta|VBTF .|PMP
"
1011,"ΓÇ¥|PMS Tumayo|VBAF si|DTP Lisa|NNP at|CCA sumunod|VBAF kay|DTP Sara|NNP papasok|VBTF sa|CCT simbahan|NNC .|PMP
"
1012,"Pagkatapos|VBW ng|CCB misa|NNC ,|PMC kumain|VBAF ang|DTC magpamilya|VBAF sa|CCT isang|PRI_CCP restawran|NNC .|PMP
"
1013,"Nakatutuwa|RBD silang|PRP_CCP pagmasdan|VBW .|PMP
"
1014,"Larawan|NNC sila|PRP ng|CCB mabuting|JJD_CCP pamilya|NNC .|PMP
"
1015,"Pagkatapos|RBW kumain|VBAF ,|PMC umuwi|VBAF na|RBI sila|PRP at|CCA nagpahinga|VBTS .|PMP
"
1016,"Nag|NNP -|PMS aayos|FW na|CCP si|DTP Sara|NNP ng|CCB mga|DTCP gagamitin|VBTF kinabukasan|RBW sa|CCT eskuwelahan|NNC dahil|CCR Lunes|NNP na|CCP naman|RBI .|PMP
"
1017,"Habang|RBW si|DTP Lisa|NNP ,|PMC ang|DTC ganda|NNC ng|CCB upo|NNC ,|PMC kumakain|VBTR_VBAF ng|CCB donut|NNC habang|RBW nanonood|VBTR ng|CCB TV|NNPA .|PMP
"
1018,"Malalim|JJD na|CCP ang|DTC gabi|NNC .|PMP
"
1019,"Tahimik|JJD na|CCP ang|DTC mga|DTCP kabahayan|NNC .|PMP
"
1020,"Pinatulog|VBTS na|RBI ni|DTP Mama|NNP Helen|NNP ang|DTC dalawa|CDB dahil|CCR may|VBH pasok|NNC kinabukasan|RBW .|PMP
"
1021,"Nakatulog|VBTS na|CCP si|DTP Sara|NNP ngunit|CCT nagising|VBTS siya|PRS dahil|CCR nagsasalita|VBTR ng|CCB kung|RBK ano|RBQ -|PMS ano|PRQ si|DTP Lisa|NNP .|PMP
"
1022,"Tinitigan|VBOF niya|PRS ang|DTC kakambal|NNC dahil|CCR alam|VBS niyang|PRS_CCP mapagbiro|VBW ito|PRO sa|CCT kaniya|PRSP .|PMP
"
1023,"Pero|CCT biglang|RBD_CCP bumangon|VBAF si|DTP Lisa|NNP na|CCP sunod|JJD -|PMS sunod|JJD ang|DTC paghinga|NNC .|PMP
"
1024,"Niyakap|VBTS niya|PRS si|DTP Sara|NNP habang|RBW umiiyak|VBTR_VBAF .|PMP
"
1025,"Tinanong|VBTS ni|DTP Sara|NNP si|DTP Lisa|NNP kung|CCR may|VBH karamdaman|NNC o|CCT may|VBH masakit|JJD .|PMP
"
